departure_time,trip_id,route_id,service_id,trip_headsign,route_long_name
12:58,128203_11378_20251002,13_13261_1_20251002,3,熊本駅前,E3-2：光の森産交→ゆめタウン～子飼→熊本駅前
13:06,128202_8908_20251002,13_13211_1_20251002,2,桜町バスターミナル,E3-4：光の森産交→三里木～子飼→桜町バスターミナル
13:06,128203_11298_20251002,13_13211_1_20251002,3,桜町バスターミナル,E3-4：光の森産交→三里木～子飼→桜町バスターミナル
13:06,128206_2780_20251002,13_13211_1_20251002,6,桜町バスターミナル,E3-4：光の森産交→三里木～子飼→桜町バスターミナル
13:06,128204_13676_20251002,13_13211_1_20251002,4,桜町バスターミナル,E3-4：光の森産交→三里木～子飼→桜町バスターミナル
13:06,128205_16065_20251002,13_13211_1_20251002,5,桜町バスターミナル,E3-4：光の森産交→三里木～子飼→桜町バスターミナル
13:06,128201_6519_20251002,13_13211_1_20251002,1,桜町バスターミナル,E3-4：光の森産交→三里木～子飼→桜町バスターミナル
13:09,128504_13548_20251002,7_7031_1_20251002,4,五丁,F2-1/S4-2：小山団地→子飼～野口→五丁
13:09,128501_6391_20251002,7_7031_1_20251002,1,五丁,F2-1/S4-2：小山団地→子飼～野口→五丁
13:09,128502_8780_20251002,7_7031_1_20251002,2,五丁,F2-1/S4-2：小山団地→子飼～野口→五丁
13:09,128503_11170_20251002,7_7031_1_20251002,3,五丁,F2-1/S4-2：小山団地→子飼～野口→五丁
13:09,128505_15937_20251002,7_7031_1_20251002,5,五丁,F2-1/S4-2：小山団地→子飼～野口→五丁
13:11,127106_2662_20251002,7_7031_1_20251002,6,五丁,F2-1/S4-2：小山団地→子飼～野口→五丁
13:15,128207_4654_20251002,13_13231_1_20251002,7,熊本駅前,E3-3：光の森産交→武蔵ヶ丘～子飼→熊本駅前
13:17,128202_8942_20251002,13_13231_1_20251002,2,熊本駅前,E3-3：光の森産交→武蔵ヶ丘～子飼→熊本駅前
13:17,128201_6553_20251002,13_13231_1_20251002,1,熊本駅前,E3-3：光の森産交→武蔵ヶ丘～子飼→熊本駅前
13:17,128203_11332_20251002,13_13231_1_20251002,3,熊本駅前,E3-3：光の森産交→武蔵ヶ丘～子飼→熊本駅前
13:17,128204_13710_20251002,13_13231_1_20251002,4,熊本駅前,E3-3：光の森産交→武蔵ヶ丘～子飼→熊本駅前
13:17,128205_16099_20251002,13_13231_1_20251002,5,熊本駅前,E3-3：光の森産交→武蔵ヶ丘～子飼→熊本駅前
13:18,128206_2811_20251002,13_13231_1_20251002,6,熊本駅前,E3-3：光の森産交→武蔵ヶ丘～子飼→熊本駅前
