"M3-2：通潤山荘→イオン→田迎→桜町バスターミナル", "M4-1：甲佐→辺場→イオン→田迎→桜町バスターミナル", "M4-2：砥用→辺場→イオン→田迎→桜町バスターミナル", "M4-3：浜町→内大臣→辺場→イオン→田迎→桜町バスターミナル", "M3-1：甲佐→御船→イオン→田迎→桜町バスターミナル", "M1-1：中の瀬車庫→田迎→桜町バスターミナル", "M2-1：イオン→中の瀬車庫→田迎→桜町バスターミナル", "M2-1：イオン→中車庫→田迎→桜町バスターミナル→熊本駅", "M6-1：城南→イオン→田迎→桜町バスターミナル", "M6-2：宇土駅→城南→イオン→田迎→桜町バスターミナル", "M6-3：松橋駅→城南→イオン→田迎→桜町バスターミナル", "M6-4：志導寺→城南→イオン→田迎→桜町バスターミナル", "M6-6：段鶴→城南→イオン→田迎→桜町バスターミナル", "M5-1：甲佐→乙女→イオン→田迎→桜町バスターミナル", "P2-4：御幸木部→大学病院構内→桜町バスターミナル", "P2-5：御幸木部→御幸病院→大学病院構内→桜町バスターミナル", "G4-1：長溝団地→南熊本駅→桜町バスターミナル→変電所", "P3-1：長溝団地→南熊本駅→新市街→桜町バスターミナル", "P2-1：野越団地→済生会病院→平成町→下通筋→桜町バスターミナル", "L0-0：桜町バスターミナル→画図道→南熊本駅→下通筋→桜町バスターミナル", "P1-1：済生会病院→萩原→辛島町→桜町バスターミナル"
"M3-2：桜町バスターミナル→田迎→イオン→通潤山荘", "M4-1：桜町バスターミナル→田迎→イオン→辺場→甲佐", "M4-2：桜町バスターミナル→田迎→イオン→辺場→砥用", "M4-3：桜町バスターミナル→田迎→イオン→辺場→内大臣→浜町", "K2-4/M4-1：甲佐→辺場→イオン→田迎→桜町バスターミナル・県庁・健軍→甲佐", "M3-1：桜町バスターミナル→田迎→イオン→御船→甲佐", "M1-1：桜町バスターミナル→田迎→中の瀬車庫", "M2-1：桜町バスターミナル→田迎→中の瀬車庫→イオン", "M2-1：◆深夜◆桜町バスターミナル→田迎→中車庫→イオン", "M2-1：熊本駅→桜町バスターミナル→田迎→中車庫→イオン", "M0-0：中の瀬車庫ー田迎ー桜町BTー中央病院ー中の瀬車庫", "M6-1：桜町バスターミナル→田迎→イオン→城南", "M6-2：桜町バスターミナル→田迎→イオン→城南→宇土駅", "M6-3：桜町バスターミナル→田迎→イオン→城南→松橋駅", "M6-4：桜町バスターミナル→田迎→イオン→城南→志導寺", "M6-5：桜町バスターミナル→田迎→イオン→城南→志導寺→下安見", "M6-6：桜町バスターミナル→田迎→イオン→城南→段鶴", "M5-1：桜町バスターミナル→田迎→イオン→乙女→甲佐"
"P2-2：桜町バスターミナル→大学病院→御幸木部", "P2-3：桜町バスターミナル→大学病院→御幸病院→御幸木部", "P3-1：変電所→桜町バスターミナル→南熊本駅→長溝団地", "P3-1：桜町バスターミナル→新市街→南熊本駅→長溝団地", "P3-1：南熊本駅→長溝団地", "P1-1：桜町バスターミナル→辛島町→萩原→済生会病院", "P2-1：桜町バスターミナル→下通筋→平成町→済生会病院→野越団地", "P2-1：南熊本駅→平成町→済生会病院→野越団地"
"O4-0：熊本駅→南熊本駅→県立劇場→本荘町→熊本駅", "O4-1：熊本駅→南熊本駅→県立劇場", "O3-1：県立劇場→南熊本駅→熊本駅", "O3-0：熊本駅→本荘町→大学病院構内→県立劇場→南熊本駅→熊本駅", "P0-0：桜町バスターミナル→下通筋→南熊本駅→画図道→桜町バスターミナル"
